어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
로뎀나무어린이집,경기도,의정부시,가정,19,6,경기도 의정부시 금오로 92 101동 105호(벽산블루밍),031-840-9033,031-840-9033,3,,4,Y,,2019-04-01
리라어린이집,경기도,의정부시,민간,33,6,경기도 의정부시 효자로 25 송산주공2단지 관리동내 (민락동),031-852-3802,031-852-3802,4,,5,Y,,2019-04-01
리스아이어린이집,경기도,의정부시,민간,31,4,"경기도 의정부시 호국로1142번길 18 (가능동, 브라운스톤흥선) 관리동  내  리스아이어린이집",031-826-6637,031-826-6637,3,,4,N,,2019-04-01
리틀꼬마등대어린이집,경기도,의정부시,가정,19,4,"경기도 의정부시 녹양로 86-15 105동 106호(녹양동, 현대아파트)",031-829-8607,031-829-8607,3,,4,Y,,2019-04-01
큰사랑어린이집,경기도,의정부시,가정,19,6,"경기도 의정부시 동일로416번길 31 101동 104호(장암동, 삼환나우빌)",031-838-6875,031-838-6874,3,,4,N,,2019-04-01
키즈미래어린이집,경기도,의정부시,민간,49,8,경기도 의정부시 의정로163번길 31 (가능동),031-876-6033,,5,,6,Y,,2019-04-01
키즈영재어린이집,경기도,의정부시,민간,24,5,경기도 의정부시 둔야로49번길 33 (의정부동),031-875-8776,031-875-8776,3,,3,N,,2019-04-01
키즈캐슬어린이집,경기도,의정부시,가정,20,4,"경기도 의정부시 범골로63번길 31 202동 104호(의정부동, 의정부롯데캐슬골드파크2단지)",031-825-8450,,3,,,N,,2019-04-01
해맑은어린이집,경기도,의정부시,가정,16,3,"경기도 의정부시 평화로322번길 37 501동 112호(호원동, 한주4차아파트)",031-855-8505,070-8851-8505,3,,4,N,,2019-04-01
파밀리에어린이집,경기도,의정부시,민간,22,7,경기도 의정부시 시민로179번길 38 신동아파밀리에아파트 관리동1층 (신곡동),031-843-2004,031-843-2004,3,,4,Y,,2019-04-01
포도나무어린이집,경기도,의정부시,민간,47,8,경기도 의정부시 호국로1183번길 26,031-874-9696,031-874-9696,5,,8,Y,,2019-04-01
푸르미아어린이집,경기도,의정부시,가정,20,6,"경기도 의정부시 평화로230번길 13 1동 103호(호원동, 우남푸르미아아파트)",031-844-6554,031-844-6554,4,,4,N,,2019-04-01
푸른솔어린이집,경기도,의정부시,가정,19,5,"경기도 의정부시 장곡로 240 105동 104호(장암동, 동아)",031-853-0194,,3,,4,N,,2019-04-01
푸름i어린이집,경기도,의정부시,민간,31,5,"경기도 의정부시 부용로 236 관리동 어린이집(신곡동, 금오주공9단지)",031-838-1241,031-838-1241,4,,5,Y,,2019-04-01
프라운리틀어린이집,경기도,의정부시,가정,18,2,"경기도 의정부시 녹양로62번길 12 110동 102호(녹양동, 힐스테이트아파트)",031-878-3792,,3,,4,Y,,2019-04-01
하나어린이집,경기도,의정부시,가정,20,5,"경기도 의정부시 녹양로 71-7 103동 103호(녹양동, 청구아파트)",031-875-3590,031-875-3590,3,,4,Y,,2019-04-01
고은빛어린이집,경기도,의정부시,가정,16,2,경기도 의정부시 신촌로29번길 40-19 1층(가능동),031-838-8711,031-838-8711,2,,3,Y,,2019-04-01
고은아이어린이집,경기도,의정부시,민간,34,4,경기도 의정부시 부용로 49 주공그린빌아파트 관리동,031-851-3323,031-851-3323,3,,4,Y,,2019-04-01
그린i어린이집,경기도,의정부시,가정,19,3,"경기도 의정부시 시민로317번길 9 103동 104호(신곡동, 극동스타클래스)",031-846-2999,031-846-2999,3,,4,N,,2019-04-01
금강고운어린이집,경기도,의정부시,가정,19,6,"경기도 의정부시 용민로 263 401동 102호(낙양동, 금강펜테리움)",031-851-2234,,5,,5,N,,2019-04-01
금오신도어린이집,경기도,의정부시,민간,32,7,경기도 의정부시 동일로 660 신도브래뉴업 아파트 관리동 1층,031-840-1357,031-840-1357,4,,4,Y,,2019-04-01
꼬마박사우후어린이집,경기도,의정부시,가정,19,6,경기도 의정부시 송양로 46 708동 104호,070-8658-6377,,3,,4,N,,2019-04-01
꼬마요정어린이집,경기도,의정부시,민간,49,7,경기도 의정부시 호동로 64 단지내 꼬마요정어린이집,031-875-6640,031-875-6625,4,,6,Y,,2019-04-01
꼬마짱어린이집,경기도,의정부시,가정,20,7,"경기도 의정부시 호국로 1369 105동 101호(금오동, 신도브래뉴아파트)",031-840-3191,,3,,4,Y,,2019-04-01
꼬마화랑어린이집,경기도,의정부시,가정,19,3,"경기도 의정부시 오목로 36 105동 109호(용현동, 용현현대1차아파트)",031-848-9259,,3,,4,Y,,2019-04-01
꿈가득어린이집,경기도,의정부시,가정,19,4,"경기도 의정부시 용민로21번길 63 308동 101호(용현동,신도브래뉴PLUS)",031-847-8877,070-7526-7188,4,,4,Y,,2019-04-01
꿈에그린푸르미어린이집,경기도,의정부시,직장,70,15,"경기도 의정부시 호국로 1161 (가능동, 꿈에그린푸르미마을)",031-837-7942,031-837-7943,6,,14,N,,2019-04-01
꿈의숲어린이집,경기도,의정부시,가정,20,8,"경기도 의정부시 본원로 40 404동 104호(녹양동, 휴먼시아아파트)",031-876-0515,031-876-0515,3,,4,Y,,2019-04-01
행복나래어린이집,경기도,의정부시,국공립,48,0,"경기도 의정부시 본원로46번길 16 관리동어린이집(녹양동, 녹양LH5단지아파트)",031-875-2370,031-875-2371,5,,,N,,2019-04-01
행복누리어린이집,경기도,의정부시,가정,19,5,"경기도 의정부시 용현로 111 102동 106호(민락동,송산푸르지오아파트)",031-851-8524,,3,,4,Y,,2019-04-01
향기어린이집,경기도,의정부시,가정,19,4,"경기도 의정부시 회룡로138번길 18 103동 104호(호원동, 우남아파트)",031-855-5006,031-855-5006,3,,4,N,,2019-04-01
현대아이어린이집,경기도,의정부시,민간,30,5,경기도 의정부시 부용로 87 현대아이파크아파트 단지내,031-851-2185,,3,,8,Y,,2019-04-01
호반아이숲어린이집,경기도,의정부시,민간,60,15,"경기도 의정부시 송양로 16 (낙양동, 호반베르디움 2차)",031-853-0205,,5,,7,N,,2019-04-01
호반행복한어린이집,경기도,의정부시,민간,60,10,"경기도 의정부시 송양로 93 (민락동, 호반베르디움3차)",031-823-5060,,5,,6,N,,2019-04-01
서해어린이집,경기도,의정부시,가정,20,1,"경기도 의정부시 동일로466번길 3 105동 103호(신곡동, 서해아파트)",031-847-8915,031-847-8915,3,,4,N,,2019-04-01
상아어린이집,경기도,의정부시,민간,46,5,경기도 의정부시 호암로 256 신일유토빌 아파트 관내,031-875-8581,031-855-8581,4,,4,Y,,2019-04-01
상록어린이집,경기도,의정부시,민간,25,5,경기도 의정부시 부용로 174 상록아이파크단지내 상록어린이집,031-853-7787,031-853-7787,3,,4,N,,2019-04-01
샛별어린이집,경기도,의정부시,국공립,122,18,경기도 의정부시 호국로1135번길 60 (가능동),031-872-3262,031-872-3522,8,,16,Y,,2019-04-01
린아어린이집,경기도,의정부시,가정,20,3,"경기도 의정부시 추동로 12 106동 102호(신곡동, 신곡은하수아파트)",031-8083-7979,,4,,4,Y,,2019-04-01
마이쮸어린이집,경기도,의정부시,가정,19,4,"경기도 의정부시 장곡로 532 106동 103호(신곡동, 금오풍림)",031-851-9496,031-851-9496,3,,4,Y,,2019-04-01
무지개사랑어린이집,경기도,의정부시,가정,20,8,"경기도 의정부시 호암로 230 110동 101호(호원동, 신일유토빌)",031-879-7913,031-879-7913,3,,4,Y,,2019-04-01
미소뜰어린이집,경기도,의정부시,민간,24,5,경기도 의정부시 장곡로 514 금오주공그린빌4단지내 (신곡동),031-851-0226,031-851-0226,3,,4,Y,,2019-04-01
민락호반베르디움관리동어린이집,경기도,의정부시,민간,94,17,"경기도 의정부시 민락로 211 (민락동, 호반베르디움1차)",031-851-7205,,5,,9,N,,2019-04-01
베베스타어린이집,경기도,의정부시,가정,11,1,"경기도 의정부시 능곡로 13 103동 107호(신곡동, 추동아파트)",031-878-7777,031-878-7777,2,,3,N,,2019-04-01
캐슬아이어린이집,경기도,의정부시,가정,20,3,"경기도 의정부시 범골로63번길 31 201동 104호(의정부동, 의정부롯데캐슬골드파크2단지)",031-823-7657,031-823-7657,3,,4,N,,2019-04-01
별빛마루어린이집,경기도,의정부시,가정,19,5,경기도 의정부시 평화로 120 롯데아파트 101동 106호,031-855-8583,031-855-8583,3,,4,Y,,2019-04-01
별솔어린이집,경기도,의정부시,가정,16,4,"경기도 의정부시 송양로 94 1910동 102호(민락동, 민락엘레트)",031-853-5262,,3,,4,N,,2019-04-01
보라어린이집,경기도,의정부시,민간,64,2,경기도 의정부시 신촌로39번길 10-8,031-871-4282,031-855-4282,6,,10,Y,,2019-04-01
보아어린이집,경기도,의정부시,가정,19,5,"경기도 의정부시 녹양로 86-15 101동 102호(녹양동, 현대아파트)",031-826-1640,031-826-1640,3,,4,Y,,2019-04-01
비쥬어린이집,경기도,의정부시,가정,16,5,"경기도 의정부시 송양로 94 1905동 104호(민락동, 민락엘레트)",031-853-8579,031-853-8579,3,,4,N,,2019-04-01
빛솔어린이집,경기도,의정부시,민간,28,6,경기도 의정부시 회룡로 254 장암주공7단지내 (장암동),031-836-0888,031-876-0888,3,,5,Y,,2019-04-01
쁘띠베베어린이집,경기도,의정부시,가정,20,5,"경기도 의정부시 시민로179번길 38 105동 105호(신곡동, 신동아파밀리에아파트)",031-847-7925,031-847-7925,3,,4,N,,2019-04-01
리틀꼬마랑어린이집,경기도,의정부시,민간,25,4,경기도 의정부시 가능로86번길 35 (의정부동),031-872-1153,031-872-1153,4,,4,Y,,2019-04-01
리틀별가람어린이집,경기도,의정부시,가정,15,5,"경기도 의정부시 오목로 171 202동 104호(민락동, 산들마을서광아파트)",031-851-6779,031-851-4111,3,,4,N,,2019-04-01
kids아해뜰어린이집,경기도,의정부시,가정,20,3,"경기도 의정부시 본원로 39 302동 105호(녹양동, 휴먼시아아파트)",031-874-1456,,4,,4,N,,2019-04-01
가나늘푸른어린이집,경기도,의정부시,민간,82,16,경기도 의정부시 시민로333번길 47 (신곡동),031-845-2300,031-845-2300,6,,11,Y,,2019-04-01
가나다라어린이집,경기도,의정부시,민간,30,0,경기도 의정부시 시민로193번길 18-1,031-846-9758,,3,,0,Y,,2019-04-01
가능어린이집,경기도,의정부시,가정,17,7,경기도 의정부시 흥선로92번길 15-40,031-875-2789,031-872-2789,3,,4,Y,,2019-04-01
가온어린이집,경기도,의정부시,민간,128,11,경기도 의정부시 추동로 94-1,031-821-7953,031-821-7951,10,,14,Y,,2019-04-01
건영무지개어린이집,경기도,의정부시,가정,20,11,"경기도 의정부시 능곡로26번길 28 103동 104호(신곡동, 신곡건영)",031-821-4108,031-840-9515,3,,4,N,,2019-04-01
건영어린이집,경기도,의정부시,가정,19,5,"경기도 의정부시 평화로168번길 10 102동 102호(호원동, 건영아파트)",031-871-3701,031-871-3701,3,,4,Y,,2019-04-01
걸음마어린이집,경기도,의정부시,가정,13,3,"경기도 의정부시 부용로 233 102동 101호(용현동, 송산주공1단지)",031-852-2341,031-852-2341,3,,4,Y,,2019-04-01
신곡도담어린이집,경기도,의정부시,민간,49,7,경기도 의정부시 장곡로 432,031-847-8159,031-847-8159,5,,8,Y,,2019-04-01
신곡바른숲어린이집,경기도,의정부시,가정,20,2,"경기도 의정부시 신곡로 36 105동 105호(신곡동, 삼익2차아파트)",031-877-7602,,3,,4,N,,2019-04-01
신나라어린이집,경기도,의정부시,가정,15,5,"경기도 의정부시 부용로 137 309동104호(금오동,주공그린빌)",031-853-4933,031-853-4933,2,,3,Y,,2019-04-01
신도어린이집,경기도,의정부시,가정,19,5,"경기도 의정부시 회룡로149번길 9 501동 104호(호원동, 신도아파트)",031-878-1718,,3,,4,N,,2019-04-01
신명나린어린이집,경기도,의정부시,가정,19,6,"경기도 의정부시 능곡로 70 108동 103호(신곡동, 으뜸마을신명아파트)",031-827-5229,031-827-5229,4,,4,Y,,2019-04-01
신일도담어린이집,경기도,의정부시,가정,19,6,"경기도 의정부시 평화로202번길 20 103동 104호(호원동, 신일유토빌플러스)",031-836-0069,031-836-0069,3,,4,Y,,2019-04-01
싱글벙글어린이집,경기도,의정부시,가정,19,8,"경기도 의정부시 시민로 256 107동 102호(신곡동, 한일유앤아이아파트)",031-848-6701,031-848-6701,4,,4,N,,2019-04-01
탑석아이랜드어린이집,경기도,의정부시,민간,87,14,경기도 의정부시 오목로15번길 8-13,031-821-3400,031-841-2433,7,,8,Y,,2019-04-01
태양어린이집,경기도,의정부시,가정,19,5,"경기도 의정부시 장곡로 240 103동 103호(장암동, 동아)",031-879-3110,,4,,4,N,,2019-04-01
튼튼아이어린이집,경기도,의정부시,가정,20,4,"경기도 의정부시 장곡로 574 102동 103호(신곡동, 드림밸리)",031-825-7900,031-825-8900,3,,4,N,,2019-04-01
튼튼어린이집,경기도,의정부시,민간,111,1,경기도 의정부시 평화로428번길 68 (의정부동),031-871-0599,031-872-4680,5,,7,Y,,2019-04-01
아이사랑어린이집,경기도,의정부시,민간,73,10,경기도 의정부시 비우로92번길 13-12,031-875-7400,031-829-6725,7,,8,Y,,2019-04-01
아이신나어린이집,경기도,의정부시,가정,18,4,"경기도 의정부시 동일로 660 204동 102호(금오동, 금오2차신도브래뉴UP아파트)",031-840-9933,031-840-6677,3,,4,Y,,2019-04-01
아기천사어린이집,경기도,의정부시,가정,17,3,"경기도 의정부시 회룡로105번길 37 101동 104호(호원동, 신원아파트)",031-838-5656,031-838-5656,3,,4,Y,,2019-04-01
아람어린이집,경기도,의정부시,가정,20,6,"경기도 의정부시 평화로150번길 26 205동 101호(호원동, 현대아이파크아파트)",031-823-5335,,4,,4,N,,2019-04-01
아롱다롱어린이집,경기도,의정부시,가정,13,4,"경기도 의정부시 용현로 143 105동 102호(민락동, 산들마을신안1단지아파트)",031-853-2514,031-851-2280,3,,4,Y,,2019-04-01
아이꿈땅어린이집,경기도,의정부시,가정,19,4,"경기도 의정부시 오목로 110 102동 104호(민락동, 민락청구1차아파트)",031-827-7870,031-827-7870,3,,4,Y,,2019-04-01
아이나라어린이집,경기도,의정부시,가정,20,5,"경기도 의정부시 추동로 12 104동 104호(신곡동, 신곡은하수아파트)",031-824-9489,031-824-9489,4,,5,Y,,2019-04-01
아이또래어린이집,경기도,의정부시,가정,19,4,"경기도 의정부시 범골로 23 303동 105호(호원동, 뉴익호원가든)",031-837-6555,,4,,4,N,,2019-04-01
엄마품愛어린이집,경기도,의정부시,가정,13,6,"경기도 의정부시 부용로 233 107동 105호(용현동, 송산주공1단지)",031-852-0152,031-852-0152,3,,4,N,,2019-04-01
에덴어린이집,경기도,의정부시,가정,20,4,"경기도 의정부시 장곡로 240 111동 101호(장암동, 동아)",031-879-2619,,3,,4,Y,,2019-04-01
아가방어린이집,경기도,의정부시,가정,16,5,"경기도 의정부시 호암로 230 114동 105호(호원동, 신일유토빌)",031-824-4106,,3,,4,N,,2019-04-01
아가사랑어린이집,경기도,의정부시,가정,20,8,"경기도 의정부시 본원로 39 303동 106호(녹양동, 휴먼시아아파트)",031-876-2500,031-825-2380,3,,4,Y,,2019-04-01
아기둥지어린이집,경기도,의정부시,가정,13,1,"경기도 의정부시 범골로 60 101동 103호(의정부동, 동화)",031-822-6363,031-822-6363,3,,4,N,,2019-04-01
아기별어린이집,경기도,의정부시,가정,13,4,"경기도 의정부시 부용로 137 307동 102호(금오동, 금오주공그린빌3단지아파트)",031-852-1852,031-852-1855,3,,3,N,,2019-04-01
아랑어린이집,경기도,의정부시,가정,19,6,"경기도 의정부시 장곡로 240 112동 102호(장암동, 동아)",031-829-7363,,3,,4,Y,,2019-04-01
아름꽃어린이집,경기도,의정부시,가정,18,5,"경기도 의정부시 회룡로105번길 7 202동 104호(호원동, 한신2차아파트)",070-4247-1474,031-855-1474,3,,4,N,,2019-04-01
아리솔어린이집,경기도,의정부시,민간,175,25,경기도 의정부시 호암로 244 (호원2동),031-871-2462,031-873-2461,14,,36,Y,,2019-04-01
아이꿈터어린이집,경기도,의정부시,가정,16,6,"경기도 의정부시 부용로 233 114동 104호(용현동, 송산주공1단지)",031-827-6248,,3,,4,Y,,2019-04-01
아이동산어린이집,경기도,의정부시,민간,44,8,"경기도 의정부시 용민로 441 (민락동, 엘에이치브라운빌리지)",031-851-2279,031-851-4279,5,,7,Y,,2019-04-01
아이뜰어린이집,경기도,의정부시,가정,19,4,"경기도 의정부시 외미로 64 204동 103호(호원동, 회룡역풍림아이원아파트)",031-878-3144,,3,,4,Y,,2019-04-01
아이본어린이집,경기도,의정부시,가정,19,2,"경기도 의정부시 안말로 88 502동 102호(호원동, 5차우성아파트)",031-836-5502,,3,,4,Y,,2019-04-01
중앙어린이집,경기도,의정부시,민간,220,33,경기도 의정부시 추동로92번길 59 중앙어린이집,031-842-7222,,16,,24,Y,,2019-04-01
참다운어린이집,경기도,의정부시,민간,170,24,경기도 의정부시 비우로99번길 12 (녹양동),031-879-8565,031-829-0533,10,,16,Y,,2019-04-01
